,text
146,"#Soleimani Persuaded #Putin Fight Against ISIS in Syria, Iranian General Says 
General Dehghan, a former Minister o… https://t.co/lvc8QaviVr"
147,"@m_Shojae_En We all never forget how General Qasem #Soleimani saved us from ISIS.
He always alive in our hearts❤
An… https://t.co/WO82MfrKjp"
148,Dealing with crises by meme ... a #mustread #Memes #Soleimani #WWIII #Millennials https://t.co/j9m0Gaa9U3
149,"#Germany: Far-left lawmakers file criminal complaint against #Merkel gov't, alleging Germany complicit in US drone… https://t.co/fH2NgdIB7w"
150,@ejmalrai Really? Didn't he just recently liquidate the most capable general who has had a proven record of fightin… https://t.co/I7zTxSPG0r
151,#Jihadis act in unison. We #Hindus believe in there propaganda &amp; Demonize Hindus. They protest for #Rohingya… https://t.co/InwDhhvN50
152,"NEW: How the #Soleimani assassination has called into question what “war” means today, and how the world should res… https://t.co/v4c1e3fg70"
153,Iranian human rights secretary handed over to UN High Commissioner for Human Rights request signed by thousands of… https://t.co/v9oORb3Q09
154,"""Meme-ifying #WorldWarIII'""—seems fitting to post an analysis of Twitter... on my Twitter 😂

New piece with… https://t.co/m7PJbyc4rL"
155,The place where #Soleimani was killed last month on the main road of #Baghdad airport has become a monument https://t.co/DItVSJoyPz
156,The leader of #Iraq ‘s Harakat al Nujaba (HAN) paramilitary militia promised a “military response” to the #USA for… https://t.co/v6qhcIgvni
157,"#Pompeo: I Lied About #Soleimani but it all depends on how you define 'Imminent Attacks'
https://t.co/dDBoprPJeR"
158,I’m seeing as many Mike Pence/#Coronavirus freak out tweets as I did WWIII tweets after Soleimani was killed… https://t.co/FdH9Jb5DT7
159,@RBehrouzDO @SGhasseminejad @snarwani Cry?  Is that your best #Islamist #taunt?  #Soleimani didn’t get to cry - it… https://t.co/CxU3VW7jGj
160,"Jamal Ja'far Muhammad Ali Al Ibrahim

He was killed by a targeted #USdronestrike at Baghdad International Airport o… https://t.co/dxjF9rcTlJ"
